problem,relationType,target,label
rheumatoid_arthritis,procedure,PX_72110,2
hypertension,medication,RX_8787,2
hypokalemia,procedure,PX_93010,2
anemia,medication,RX_XXXXX144,1
gerd,medication,RX_XXXXX101,1
copd,procedure,PX_J7611,2
cough,medication,RX_19831,1
thrombocytopenia,medication,RX_86009,1
cholelithiasis,lab,LAB_6690-2,2
back_pain,medication,RX_XXXXX129,2
sleep_apnea,procedure,PX_95810,2
chronic_kidney_disease,lab,LAB_18961-3,1
coronary_artery_disease,lab,LAB_2028-9,1
osteoporosis,medication,RX_XXXXX162,1
back_pain,medication,RX_596,2
osteoporosis,procedure,PX_73630,1
chronic_kidney_disease,lab,LAB_34366-5,2
dermatitis,procedure,PX_17000,1
chronic_kidney_disease,medication,RX_XXXXX144,1
cholelithiasis,lab,LAB_6301-6,1
seizure_disorder,medication,RX_XXXXX142,1
cough,lab,LAB_711-2,1
hematuria,medication,RX_6922,1
coronary_artery_disease,lab,LAB_6301-6,1
dermatitis,lab,LAB_31208-2,1
"mood_disorders,_including_depression",procedure,PX_90847,1
hypokalemia,lab,LAB_63459-2,1
diabetes,lab,LAB_2951-2,1
syncope,medication,RX_XXXXX77,1
heart_failure,medication,RX_39173,2
diabetes,medication,RX_XXXXX103,1
osteoporosis,procedure,PX_77081,2
thrombocytopenia,lab,LAB_718-7,2
copd,procedure,PX_XXXXX473,2
copd,medication,RX_2623,1
hematuria,medication,RX_2551,2
diverticulosis/diverticulitis,medication,RX_32675,1
dermatitis,medication,RX_4450,2
diverticulosis/diverticulitis,lab,LAB_18868-0,1
arthritis,procedure,PX_J3303,1
seizure_disorder,procedure,PX_95819,2
diabetes,lab,LAB_2160-0,2
osteoporosis,medication,RX_XXXXX15,1
heart_failure,medication,RX_6058,2
rheumatoid_arthritis,medication,RX_3423,2
uterine_fibroid,lab,LAB_2160-0,1
hypokalemia,medication,RX_XXXXX169,1
back_pain,procedure,PX_72072,2
copd,medication,RX_237159,2
thyroid_hormone_disorders,procedure,PX_76700,1
seizure_disorder,lab,LAB_5048-4,1
atrial_fibrillation,medication,RX_8591,1
"mood_disorders,_including_depression",procedure,PX_95810,1
atrial_fibrillation,procedure,PX_93000,2
asthma,procedure,PX_36000,1
back_pain,procedure,PX_64476,2
"mood_disorders,_including_depression",lab,LAB_71695-1,1
uti,medication,RX_4450,1
uterine_fibroid,medication,RX_161,2
coronary_artery_disease,medication,RX_67108,2
atrial_fibrillation,lab,LAB_6690-2,1
uti,medication,RX_XXXXX160,1
diabetes,procedure,PX_XXXXX463,1
gerd,lab,LAB_5176-3,2
rheumatoid_arthritis,medication,RX_7804,2
anemia,lab,LAB_14979-9,2
hematuria,lab,LAB_18996-9,1
thyroid_hormone_disorders,procedure,PX_94729,1
heart_failure,procedure,PX_76075,1
hematuria,lab,LAB_20629-2,1
uterine_fibroid,medication,RX_3642,1
chronic_kidney_disease,medication,RX_10829,1
cough,lab,LAB_4537-7,1
back_pain,procedure,PX_XXXXX398,1
thrombocytopenia,medication,RX_XXXXX48,2
cholelithiasis,lab,LAB_62238-1,1
dermatitis,procedure,PX_11900,1
uterine_fibroid,procedure,PX_J1950,2
chronic_kidney_disease,procedure,PX_XXXXX1,1
syncope,procedure,PX_XXXXX212,2
coronary_artery_disease,lab,LAB_48054-1,1
thrombocytopenia,lab,LAB_18928-2,1
gerd,lab,LAB_46128-5,1
dermatitis,medication,RX_3498,2
seizure_disorder,lab,LAB_3968-5,2
sleep_apnea,lab,LAB_2236-8,1
headache,medication,RX_1886,2
rheumatoid_arthritis,medication,RX_214555,2
back_pain,procedure,PX_XXXXX149,2
cough,lab,LAB_78012-2,1
diabetes,medication,RX_92880,2
uterine_fibroid,procedure,PX_76098,1
headache,lab,LAB_6892-4,1
coronary_artery_disease,procedure,PX_XXXXX362,1
diverticulosis/diverticulitis,procedure,PX_XXXXX190,1
kidney_stone,lab,LAB_65782-5,1
atrial_fibrillation,lab,LAB_2028-9,1
rheumatoid_arthritis,medication,RX_10689,2
diabetes,lab,LAB_27353-2,2
coronary_artery_disease,medication,RX_315431,2
hypokalemia,lab,LAB_2162-6,1
kidney_stone,lab,LAB_43409-2,2
headache,lab,LAB_19270-8,1
heart_failure,procedure,PX_93295,2
heart_failure,lab,LAB_2345-7,1
atrial_fibrillation,lab,LAB_704-7,1
cholelithiasis,medication,RX_XXXXX118,1
dermatitis,lab,LAB_30522-7,1
syncope,medication,RX_4815,2
hypertension,procedure,PX_95810,1
cough,medication,RX_XXXXX79,1
syncope,procedure,PX_XXXXX388,1
copd,medication,RX_20610,1
thrombocytopenia,lab,LAB_30522-7,1
coronary_artery_disease,medication,RX_XXXXX54,1
chronic_kidney_disease,lab,LAB_2731-8,1
syncope,lab,LAB_2085-9,1
sleep_apnea,lab,LAB_33223-9,1
cholelithiasis,medication,RX_161,2
osteoporosis,lab,LAB_72594-5,1
sleep_apnea,medication,RX_60548,1
uterine_fibroid,lab,LAB_10466-1,1
diverticulosis/diverticulitis,procedure,PX_45378,2
rheumatoid_arthritis,procedure,PX_90782,1
"mood_disorders,_including_depression",medication,RX_187832,2
thrombocytopenia,procedure,PX_XXXXX525,1
back_pain,lab,LAB_69739-1,1
hypertension,lab,LAB_2028-9,1
gerd,lab,LAB_24113-3,1
dyslipidemia,lab,LAB_30934-4,1
copd,procedure,PX_XXXXX289,2
dermatitis,medication,RX_10829,2
hypertension,medication,RX_XXXXX128,1
hypokalemia,medication,RX_6387,1
diverticulosis/diverticulitis,medication,RX_8745,1
headache,procedure,PX_XXXXX426,1
cholelithiasis,medication,RX_82000,1
hematuria,lab,LAB_53328-1,1
uti,procedure,PX_XXXXX375,2
thyroid_hormone_disorders,procedure,PX_78018,2
rheumatoid_arthritis,lab,LAB_14316-4,1
hypertension,procedure,PX_95819,1
headache,medication,RX_228783,2
cough,lab,LAB_785-6,1
dermatitis,medication,RX_XXXXX66,1
kidney_stone,procedure,PX_71020,1
dyslipidemia,medication,RX_67108,1
coronary_artery_disease,procedure,PX_97001,1
gout,medication,RX_4850,1
hematuria,procedure,PX_51798,2
hypokalemia,medication,RX_596,1
dyslipidemia,medication,RX_4917,1
hypokalemia,lab,LAB_72594-5,1
coronary_artery_disease,procedure,PX_95807,1
sleep_apnea,procedure,PX_XXXXX333,2
chronic_kidney_disease,procedure,PX_52310,1
asthma,lab,LAB_24113-3,1
heart_failure,procedure,PX_93227,2
syncope,medication,RX_11170,2
uterine_fibroid,lab,LAB_882-1,1
kidney_stone,lab,LAB_18970-4,1
back_pain,procedure,PX_J1030,2
atrial_fibrillation,procedure,PX_XXXXX310,1
asthma,procedure,PX_XXXXX74,2
gerd,medication,RX_4337,1
anemia,medication,RX_26225,1
headache,medication,RX_40254,2
cough,medication,RX_87636,1
thyroid_hormone_disorders,lab,LAB_3052-8,2
rheumatoid_arthritis,medication,RX_8785,2
copd,procedure,PX_J7506,2
osteoporosis,procedure,PX_36000,1
atrial_fibrillation,procedure,PX_90658,1
hypertension,medication,RX_5487,2
syncope,medication,RX_6916,2
rheumatoid_arthritis,procedure,PX_XXXXX426,1
cholelithiasis,medication,RX_6878,1
syncope,procedure,PX_93224,2
sleep_apnea,medication,RX_36387,1
diverticulosis/diverticulitis,lab,LAB_46419-8,1
gerd,procedure,PX_XXXXX453,1
thyroid_hormone_disorders,medication,RX_10502,1
kidney_stone,medication,RX_77492,2
headache,medication,RX_704,2
cough,lab,LAB_6099-6,1
gerd,lab,LAB_718-7,2
sleep_apnea,medication,RX_83366,1
hypokalemia,medication,RX_7804,1
asthma,procedure,PX_90782,1
headache,procedure,PX_XXXXX389,1
back_pain,procedure,PX_74400,1
heart_failure,lab,LAB_789-8,1
coronary_artery_disease,lab,LAB_10389-5,1
gout,medication,RX_XXXXX162,1
coronary_artery_disease,procedure,PX_94762,1
seizure_disorder,lab,LAB_777-3,1
anemia,medication,RX_71722,1
back_pain,lab,LAB_72594-5,1
coronary_artery_disease,medication,RX_7393,1
cough,medication,RX_XXXXX137,1
anemia,procedure,PX_94620,1
coronary_artery_disease,medication,RX_3443,2
asthma,lab,LAB_6099-6,1
dyslipidemia,lab,LAB_785-6,1
cough,medication,RX_237159,2
gout,lab,LAB_5273-8,1
sleep_apnea,procedure,PX_XXXXX364,1
hypertension,medication,RX_20352,2
back_pain,lab,LAB_33569-5,1
heart_failure,medication,RX_39993,1
syncope,procedure,PX_93227,2
anemia,procedure,PX_XXXXX187,1
back_pain,procedure,PX_76075,1
dyslipidemia,lab,LAB_789-8,1
thyroid_hormone_disorders,medication,RX_XXXXX171,1
chronic_kidney_disease,lab,LAB_43409-2,1
thrombocytopenia,lab,LAB_43399-5,1
seizure_disorder,medication,RX_39998,2
hematuria,medication,RX_10829,2
anemia,medication,RX_37255,1
hypertension,procedure,PX_XXXXX287,2
asthma,medication,RX_XXXXX123,1
chronic_kidney_disease,lab,LAB_18864-9,1
asthma,medication,RX_10759,1
hypertension,medication,RX_1808,2
"mood_disorders,_including_depression",lab,LAB_11235-9,2
thrombocytopenia,medication,RX_52175,1
seizure_disorder,medication,RX_612,1
thrombocytopenia,lab,LAB_713-8,1
asthma,medication,RX_XXXXX139,1
copd,medication,RX_5489,1
back_pain,medication,RX_140587,2
sleep_apnea,procedure,PX_G0108,1
diverticulosis/diverticulitis,procedure,PX_45355,2
chronic_kidney_disease,lab,LAB_25461-5,2
hematuria,medication,RX_2101,1
diabetes,procedure,PX_29445,1
"mood_disorders,_including_depression",medication,RX_82819,2
uti,medication,RX_1300786,1
rheumatoid_arthritis,procedure,PX_73130,2
gerd,procedure,PX_92611,1
"mood_disorders,_including_depression",medication,RX_6779,2
thrombocytopenia,lab,LAB_30934-4,1
dyslipidemia,procedure,PX_XXXXX434,1
uterine_fibroid,procedure,PX_XXXXX187,2
"mood_disorders,_including_depression",lab,LAB_20433-9,1
cholelithiasis,medication,RX_358255,1
anemia,medication,RX_2599,1
chronic_kidney_disease,lab,LAB_1989-3,1
uterine_fibroid,procedure,PX_J1051,2
arthritis,lab,LAB_19113-0,1
chronic_kidney_disease,lab,LAB_30934-4,1
uterine_fibroid,lab,LAB_62238-1,1
hypokalemia,lab,LAB_2075-0,2
kidney_stone,lab,LAB_14979-9,1
anemia,procedure,PX_94060,1
syncope,procedure,PX_93351,2
back_pain,procedure,PX_64493,2
dyslipidemia,medication,RX_XXXXX144,1
copd,lab,LAB_6020-2,1
anemia,lab,LAB_718-7,2
coronary_artery_disease,procedure,PX_XXXXX228,1
coronary_artery_disease,medication,RX_20352,2
back_pain,procedure,PX_XXXXX112,2
thrombocytopenia,medication,RX_XXXXX81,1
copd,procedure,PX_94726,1
hypertension,lab,LAB_53306-7,1
hypertension,medication,RX_6058,2
uterine_fibroid,medication,RX_24912,2
dermatitis,lab,LAB_13955-0,1
dyslipidemia,procedure,PX_93227,1
syncope,procedure,PX_XXXXX264,2
back_pain,procedure,PX_XXXXX378,1
thrombocytopenia,medication,RX_140587,1
heart_failure,medication,RX_6185,2
back_pain,lab,LAB_2965-2,1
osteoporosis,lab,LAB_751-8,1
dyslipidemia,procedure,PX_XXXXX364,1
dermatitis,lab,LAB_6189-5,1
back_pain,lab,LAB_2324-2,1
diabetes,lab,LAB_41653-7,2
atrial_fibrillation,procedure,PX_93005,2
osteoporosis,lab,LAB_2143-6,1
coronary_artery_disease,medication,RX_1202,2
seizure_disorder,procedure,PX_96120,1
anemia,lab,LAB_72582-0,1
thrombocytopenia,procedure,PX_70542,1
anemia,procedure,PX_XXXXX403,1
seizure_disorder,lab,LAB_704-7,1
"mood_disorders,_including_depression",procedure,PX_XXXXX385,1
anemia,lab,LAB_55301-6,1
back_pain,lab,LAB_6463-4,1
cough,procedure,PX_94726,1
sleep_apnea,procedure,PX_XXXXX316,1
back_pain,procedure,PX_72100,2
rheumatoid_arthritis,lab,LAB_30522-7,1
atrial_fibrillation,lab,LAB_3040-3,1
sleep_apnea,lab,LAB_19261-7,1
uti,procedure,PX_XXXXX55,2
dyslipidemia,medication,RX_5224,1
sleep_apnea,procedure,PX_XXXXX405,1
syncope,medication,RX_XXXXX169,1
dermatitis,medication,RX_6387,1
atrial_fibrillation,procedure,PX_93225,2
chronic_kidney_disease,lab,LAB_882-1,1
hypokalemia,medication,RX_9997,2
asthma,procedure,PX_94620,1
arthritis,procedure,PX_XXXXX301,1
sleep_apnea,lab,LAB_2132-9,1
atrial_fibrillation,medication,RX_XXXXX35,1
osteoporosis,medication,RX_6387,1
thrombocytopenia,lab,LAB_18862-3,1
headache,procedure,PX_93005,1
back_pain,procedure,PX_J3303,1
thrombocytopenia,lab,LAB_18890-4,1
uti,lab,LAB_2965-2,1
thyroid_hormone_disorders,lab,LAB_2141-0,1
cholelithiasis,lab,LAB_2028-9,1
"mood_disorders,_including_depression",medication,RX_2403,2
chronic_kidney_disease,medication,RX_5470,1
hypertension,medication,RX_32968,1
heart_failure,medication,RX_3498,1
back_pain,procedure,PX_73130,1
hypertension,procedure,PX_93743,1
kidney_stone,procedure,PX_XXXXX0,1
uti,medication,RX_XXXXX91,1
dyslipidemia,lab,LAB_2345-7,1
osteoporosis,medication,RX_235473,1
hypertension,lab,LAB_53335-6,1
hypokalemia,procedure,PX_93280,1
gout,medication,RX_25480,1
diabetes,medication,RX_4850,2
kidney_stone,medication,RX_8745,1
copd,procedure,PX_94762,1
copd,medication,RX_41126,2
gout,medication,RX_73689,2
heart_failure,procedure,PX_XXXXX287,2
sleep_apnea,medication,RX_1665059,1
diabetes,procedure,PX_62311,1
arthritis,procedure,PX_XXXXX428,1
osteoporosis,procedure,PX_77080,2
dermatitis,lab,LAB_6025-1,1
seizure_disorder,procedure,PX_70545,2
heart_failure,lab,LAB_5902-2,2
sleep_apnea,medication,RX_69120,1
hypokalemia,lab,LAB_71695-1,1
cough,lab,LAB_751-8,2
atrial_fibrillation,medication,RX_41127,1
chronic_kidney_disease,procedure,PX_XXXXX464,1
thyroid_hormone_disorders,lab,LAB_14979-9,1
thrombocytopenia,medication,RX_5487,1
gerd,medication,RX_XXXXX41,1
copd,medication,RX_33767,2
arthritis,procedure,PX_XXXXX463,1
gerd,procedure,PX_36000,1
gerd,medication,RX_816346,2
uti,medication,RX_XXXXX154,2
seizure_disorder,medication,RX_32624,2
thrombocytopenia,medication,RX_4278,1
arthritis,lab,LAB_45142-7,1
cholelithiasis,lab,LAB_32623-1,1
kidney_stone,medication,RX_37798,1
cough,medication,RX_8745,1
cough,procedure,PX_XXXXX404,2
asthma,procedure,PX_XXXXX404,1
back_pain,procedure,PX_XXXXX400,1
diabetes,procedure,PX_XXXXX88,1
hematuria,lab,LAB_50551-1,1
syncope,medication,RX_11248,1
anemia,lab,LAB_2458-8,1
rheumatoid_arthritis,procedure,PX_72100,2
kidney_stone,procedure,PX_74420,1
dyslipidemia,medication,RX_25789,1
syncope,medication,RX_67108,2
copd,procedure,PX_XXXXX521,2
kidney_stone,medication,RX_54993,1
chronic_kidney_disease,medication,RX_71722,1
cough,procedure,PX_91010,1
syncope,procedure,PX_70552,1
thrombocytopenia,lab,LAB_18993-6,1
asthma,procedure,PX_94664,1
asthma,lab,LAB_2472-9,1
arthritis,lab,LAB_9593-5,1
coronary_artery_disease,procedure,PX_93005,2
hematuria,lab,LAB_19000-9,2
chronic_kidney_disease,procedure,PX_XXXXX149,1
rheumatoid_arthritis,medication,RX_XXXXX15,1
cough,medication,RX_18993,2
heart_failure,procedure,PX_XXXXX378,1
hypertension,procedure,PX_XXXXX221,1
copd,medication,RX_8640,2
coronary_artery_disease,lab,LAB_2823-3,1
hypokalemia,lab,LAB_19123-9,2
heart_failure,lab,LAB_763-3,1
rheumatoid_arthritis,procedure,PX_73564,2
thrombocytopenia,lab,LAB_25700-6,1
kidney_stone,medication,RX_2598,1
chronic_kidney_disease,lab,LAB_6942-7,2
"mood_disorders,_including_depression",procedure,PX_XXXXX187,1
headache,lab,LAB_30522-7,2
dermatitis,lab,LAB_1988-5,1
thrombocytopenia,medication,RX_4337,1
copd,lab,LAB_713-8,1
heart_failure,procedure,PX_36000,1
hypokalemia,lab,LAB_6301-6,1
thrombocytopenia,medication,RX_1897,1
chronic_kidney_disease,lab,LAB_2501-5,1
heart_failure,procedure,PX_XXXXX409,2
seizure_disorder,lab,LAB_14316-4,1
gerd,procedure,PX_94060,1
asthma,procedure,PX_94720,1
osteoporosis,medication,RX_36118,1
gerd,lab,LAB_789-8,1
chronic_kidney_disease,medication,RX_52175,1
diabetes,medication,RX_XXXXX3,1
thrombocytopenia,procedure,PX_11921,1
dyslipidemia,procedure,PX_72070,1
rheumatoid_arthritis,procedure,PX_97001,1
thrombocytopenia,lab,LAB_2028-9,1
cough,procedure,PX_94727,1
hematuria,procedure,PX_XXXXX215,1
thrombocytopenia,medication,RX_9143,1
gerd,procedure,PX_XXXXX399,1
rheumatoid_arthritis,lab,LAB_47322-3,1
thyroid_hormone_disorders,lab,LAB_8099-4,1
osteoporosis,medication,RX_214555,1
rheumatoid_arthritis,lab,LAB_47383-5,1
thrombocytopenia,procedure,PX_XXXXX2,2
hematuria,lab,LAB_50196-5,1
dyslipidemia,lab,LAB_6301-6,1
hypokalemia,procedure,PX_93296,1
anemia,lab,LAB_4542-7,1
syncope,medication,RX_161,1
anemia,procedure,PX_XXXXX1,1
hypertension,medication,RX_35208,2
asthma,lab,LAB_770-8,1
headache,procedure,PX_J1030,1
uti,medication,RX_4099,1
seizure_disorder,medication,RX_10355,2
asthma,medication,RX_4053,1
seizure_disorder,medication,RX_596,2
uterine_fibroid,medication,RX_XXXXX99,1
copd,procedure,PX_XXXXX405,2
thyroid_hormone_disorders,procedure,PX_78070,2
atrial_fibrillation,lab,LAB_770-8,1
headache,lab,LAB_72598-6,1
asthma,procedure,PX_XXXXX463,2
thyroid_hormone_disorders,procedure,PX_77080,1
kidney_stone,lab,LAB_,1
anemia,medication,RX_362,1
hematuria,medication,RX_XXXXX114,1
diabetes,lab,LAB_18262-6,1
hypertension,procedure,PX_XXXXX405,1
dyslipidemia,procedure,PX_XXXXX405,1
sleep_apnea,procedure,PX_XXXXX310,1
coronary_artery_disease,medication,RX_6916,1
hypertension,lab,LAB_787-2,1
copd,lab,LAB_33762-6,1
syncope,medication,RX_86009,2
kidney_stone,procedure,PX_76705,2
seizure_disorder,procedure,PX_70548,2
syncope,procedure,PX_93010,2
uti,procedure,PX_76856,1
arthritis,lab,LAB_5048-4,1
cholelithiasis,lab,LAB_751-8,1
hypertension,procedure,PX_XXXXX213,2
arthritis,procedure,PX_J1885,2
gout,medication,RX_10237,2
atrial_fibrillation,procedure,PX_94727,1
thrombocytopenia,medication,RX_24947,2
chronic_kidney_disease,lab,LAB_72590-3,1
diabetes,medication,RX_274783,2
gout,procedure,PX_XXXXX372,1
dermatitis,procedure,PX_11310,1
diabetes,procedure,PX_XXXXX399,1
cough,procedure,PX_72050,1
hypokalemia,procedure,PX_J1642,1
thyroid_hormone_disorders,lab,LAB_3016-3,1
gerd,medication,RX_XXXXX128,1
sleep_apnea,procedure,PX_XXXXX310,1
sleep_apnea,procedure,PX_94660,2
"mood_disorders,_including_depression",procedure,PX_72100,1
syncope,procedure,PX_XXXXX400,2
osteoporosis,procedure,PX_J3488,2
hypertension,lab,LAB_2085-9,1
dermatitis,medication,RX_1514,2
diverticulosis/diverticulitis,procedure,PX_XXXXX455,1
thrombocytopenia,lab,LAB_72598-6,1
thyroid_hormone_disorders,medication,RX_21241,1
rheumatoid_arthritis,procedure,PX_94729,1
back_pain,lab,LAB_57093-7,1
syncope,procedure,PX_XXXXX434,2
gerd,procedure,PX_G0202,1
back_pain,lab,LAB_72586-1,1
anemia,medication,RX_24909,1
coronary_artery_disease,procedure,PX_93227,2
chronic_kidney_disease,medication,RX_4603,2
cough,medication,RX_33767,2
diabetes,lab,LAB_5193-8,1
atrial_fibrillation,procedure,PX_93288,2
diabetes,medication,RX_XXXXX153,1
thrombocytopenia,lab,LAB_50196-5,2
diabetes,medication,RX_73044,2
rheumatoid_arthritis,procedure,PX_76075,1
dyslipidemia,procedure,PX_76770,1
hypokalemia,lab,LAB_2885-2,1
atrial_fibrillation,procedure,PX_XXXXX395,1
syncope,medication,RX_10156,1
atrial_fibrillation,lab,LAB_2823-3,1
back_pain,medication,RX_24605,2
anemia,procedure,PX_70552,1
cough,medication,RX_XXXXX66,1
dyslipidemia,procedure,PX_XXXXX214,1
copd,procedure,PX_J7603,2
"mood_disorders,_including_depression",lab,LAB_53115-2,1
copd,procedure,PX_XXXXX540,2
asthma,lab,LAB_731-0,1
hypertension,lab,LAB_2823-3,1
arthritis,procedure,PX_93000,1
kidney_stone,medication,RX_77492,2
copd,medication,RX_7806,2
chronic_kidney_disease,procedure,PX_J1756,1
atrial_fibrillation,procedure,PX_XXXXX395,1
rheumatoid_arthritis,lab,LAB_751-8,1
dyslipidemia,procedure,PX_93000,2
diverticulosis/diverticulitis,medication,RX_4278,1
back_pain,medication,RX_57258,2
dyslipidemia,medication,RX_2180,1
asthma,lab,LAB_5905-5,1
thrombocytopenia,medication,RX_71722,1
heart_failure,lab,LAB_4544-3,1
uti,procedure,PX_51700,1
arthritis,lab,LAB_13068-2,1
hypokalemia,lab,LAB_763-3,1
atrial_fibrillation,medication,RX_11170,2
asthma,procedure,PX_93351,1
seizure_disorder,lab,LAB_788-0,1
uterine_fibroid,lab,LAB_2498-4,1
dyslipidemia,procedure,PX_77080,1
syncope,lab,LAB_713-8,1
thrombocytopenia,procedure,PX_XXXXX142,1
coronary_artery_disease,medication,RX_36567,1
diabetes,procedure,PX_93010,1
gout,medication,RX_11124,1
back_pain,procedure,PX_76856,1
seizure_disorder,lab,LAB_1975-2,1
headache,medication,RX_75917,1
seizure_disorder,medication,RX_161,1
coronary_artery_disease,lab,LAB_60340-7,1
seizure_disorder,medication,RX_4511,1
gerd,procedure,PX_96372,1
heart_failure,procedure,PX_95810,1
asthma,lab,LAB_6124-2,1
dyslipidemia,medication,RX_1191,1
dermatitis,medication,RX_87636,1
seizure_disorder,lab,LAB_764-1,1
asthma,lab,LAB_770-8,1
gout,lab,LAB_5905-5,1
diabetes,medication,RX_XXXXX156,1
asthma,procedure,PX_XXXXX286,1
dyslipidemia,lab,LAB_2157-6,1
hypokalemia,procedure,PX_XXXXX409,1
gerd,medication,RX_82000,1
syncope,lab,LAB_19123-9,1
gerd,lab,LAB_34366-5,1
kidney_stone,lab,LAB_6301-6,1
hypertension,lab,LAB_789-8,1
headache,medication,RX_39786,2
gout,medication,RX_232158,2
diabetes,procedure,PX_XXXXX437,1
anemia,procedure,PX_XXXXX389,1
diabetes,lab,LAB_16616-5,1
diabetes,procedure,PX_76075,1
thrombocytopenia,lab,LAB_5902-2,2
cholelithiasis,medication,RX_4850,1
atrial_fibrillation,medication,RX_38413,1
heart_failure,lab,LAB_2951-2,2
hypertension,medication,RX_84108,1
osteoporosis,medication,RX_4511,1
cough,lab,LAB_48345-3,1
osteoporosis,medication,RX_1897,2
sleep_apnea,lab,LAB_6690-2,1
dyslipidemia,procedure,PX_XXXXX408,2
hypertension,medication,RX_49276,2
hypertension,lab,LAB_10466-1,1
syncope,medication,RX_5781,1
rheumatoid_arthritis,lab,LAB_11572-5,1
gout,medication,RX_XXXXX101,1
"mood_disorders,_including_depression",procedure,PX_36415,1
atrial_fibrillation,procedure,PX_93225,2
sleep_apnea,procedure,PX_XXXXX434,1
osteoporosis,lab,LAB_711-2,1
back_pain,lab,LAB_16246-1,1
cholelithiasis,lab,LAB_2160-0,1
gout,procedure,PX_XXXXX378,1
hematuria,medication,RX_XXXXX169,2
seizure_disorder,medication,RX_8787,1
cholelithiasis,medication,RX_2447,1
hematuria,lab,LAB_31208-2,1
seizure_disorder,medication,RX_20610,1
uti,lab,LAB_18982-9,2
copd,lab,LAB_65782-5,1
diabetes,lab,LAB_12187-1,1
thrombocytopenia,lab,LAB_895-3,1
back_pain,medication,RX_XXXXX128,1
asthma,medication,RX_108118,2
syncope,lab,LAB_882-1,1
uti,procedure,PX_XXXXX389,1
syncope,procedure,PX_71020,2
syncope,medication,RX_6579,1
diabetes,medication,RX_38413,1
hypertension,medication,RX_6057,2
copd,lab,LAB_731-0,1
copd,lab,LAB_30934-4,1
thrombocytopenia,lab,LAB_72594-5,1
hematuria,procedure,PX_71020,1
cough,lab,LAB_6463-4,1
rheumatoid_arthritis,medication,RX_93263,2
heart_failure,procedure,PX_93283,2
diabetes,procedure,PX_XXXXX436,1
syncope,medication,RX_39173,2
back_pain,medication,RX_5640,2
heart_failure,medication,RX_86009,1
gerd,procedure,PX_31575,1
sleep_apnea,medication,RX_10355,2
anemia,lab,LAB_15061-5,1
thyroid_hormone_disorders,lab,LAB_5763-8,1
hypokalemia,lab,LAB_72582-0,1
syncope,procedure,PX_93280,2
gerd,medication,RX_XXXXX98,1
cholelithiasis,lab,LAB_785-6,1
osteoporosis,medication,RX_6574,1
gerd,medication,RX_36567,1
thrombocytopenia,medication,RX_17767,1
anemia,lab,LAB_29771-3,2
kidney_stone,lab,LAB_53317-4,2
headache,procedure,PX_73564,1
kidney_stone,lab,LAB_50553-7,2
gerd,medication,RX_6574,1
hypokalemia,lab,LAB_2340-8,2
heart_failure,medication,RX_69749,2
asthma,lab,LAB_15283-5,1
dyslipidemia,lab,LAB_61151-7,1
sleep_apnea,lab,LAB_2160-0,1
hematuria,medication,RX_39173,2
thyroid_hormone_disorders,lab,LAB_2991-8,1
diabetes,medication,RX_XXXXX115,1
hypertension,lab,LAB_53306-7,1
asthma,medication,RX_28889,1
diverticulosis/diverticulitis,medication,RX_11248,1
seizure_disorder,medication,RX_187832,2
diverticulosis/diverticulitis,medication,RX_139462,2
thrombocytopenia,medication,RX_97,1
headache,medication,RX_28200,2
gerd,procedure,PX_XXXXX287,1
arthritis,medication,RX_71722,1
anemia,procedure,PX_XXXXX225,1
copd,medication,RX_42347,1
back_pain,procedure,PX_73564,1
osteoporosis,procedure,PX_76077,2
uterine_fibroid,lab,LAB_788-0,1
thyroid_hormone_disorders,procedure,PX_36415,1
gout,medication,RX_6754,1
arthritis,medication,RX_72625,1
arthritis,procedure,PX_XXXXX23,1
chronic_kidney_disease,lab,LAB_13955-0,1
thrombocytopenia,medication,RX_XXXXX160,1
syncope,lab,LAB_6690-2,1
thrombocytopenia,lab,LAB_713-8,1
uti,medication,RX_7454,2
rheumatoid_arthritis,medication,RX_10237,2
arthritis,medication,RX_9796,1
headache,procedure,PX_72040,1
thrombocytopenia,lab,LAB_35365-6,1
anemia,procedure,PX_93010,1
cough,procedure,PX_95004,1
hypertension,lab,LAB_10535-3,1
copd,lab,LAB_706-2,1
kidney_stone,procedure,PX_J0696,1
osteoporosis,medication,RX_993449,2
thyroid_hormone_disorders,medication,RX_10582,2
headache,lab,LAB_9415-1,1
thyroid_hormone_disorders,medication,RX_XXXXX173,1
arthritis,lab,LAB_45142-7,1
kidney_stone,procedure,PX_XXXXX431,2
kidney_stone,lab,LAB_2731-8,1
uterine_fibroid,procedure,PX_58340,1
hematuria,procedure,PX_73510,1
asthma,lab,LAB_6690-2,2
heart_failure,medication,RX_4337,1
diabetes,procedure,PX_XXXXX382,1
hypokalemia,lab,LAB_1763-2,1
dyslipidemia,procedure,PX_XXXXX362,1
asthma,lab,LAB_736-9,1
gerd,lab,LAB_17859-0,2
thrombocytopenia,lab,LAB_15061-5,1
heart_failure,medication,RX_10355,1
seizure_disorder,lab,LAB_29376-1,2
hypokalemia,lab,LAB_6301-6,1
sleep_apnea,lab,LAB_17856-6,1
anemia,medication,RX_42351,1
headache,lab,LAB_5048-4,1
chronic_kidney_disease,lab,LAB_53317-4,1
kidney_stone,lab,LAB_1990-1,1
rheumatoid_arthritis,medication,RX_4337,1
seizure_disorder,medication,RX_7804,1
osteoporosis,procedure,PX_XXXXX461,1
